#MetaNetX/TSV/peptides.tsv 1.1
#ID	description	xrefs	gene_names
b2247	rhmD	asap:ABE-0007436;ecogene:EG14085;ncbigene:945881;ncbigi:226524733;refseq_locus_tag:b2247;refseq_name:rhmD;refseq_synonym:ECK2240;refseq_synonym:JW2241;refseq_synonym:yfaW;uniprot:P77215	b2247
b2251	nudI	asap:ABE-0007449;ecogene:EG13275;ncbigene:946740;ncbigi:16130186;refseq_locus_tag:b2251;refseq_name:nudI;refseq_synonym:ECK2244;refseq_synonym:JW2245;refseq_synonym:yfaO;uniprot:P52006	b2251
b2253	arnB	asap:ABE-0007456;ecogene:EG14089;ncbigene:947375;ncbigi:145698288;refseq_locus_tag:b2253;refseq_name:arnB;refseq_synonym:ECK2246;refseq_synonym:JW5372;refseq_synonym:pgbP1;refseq_synonym:pmrH;refseq_synonym:yfbE;uniprot:P77690	b2253
b2254	arnC	asap:ABE-0007458;ecogene:EG14090;ncbigene:945275;ncbigi:16130189;refseq_locus_tag:b2254;refseq_name:arnC;refseq_synonym:ECK2247;refseq_synonym:JW2248;refseq_synonym:ORF2;refseq_synonym:pmrF;refseq_synonym:yfbF;uniprot:P77757	b2254
b2255	arnA	asap:ABE-0007460;ecogene:EG14091;ncbigene:947683;ncbigi:16130190;refseq_locus_tag:b2255;refseq_name:arnA;refseq_synonym:ECK2248;refseq_synonym:JW2249;refseq_synonym:SAF;refseq_synonym:pbgP3;refseq_synonym:pmrI;refseq_synonym:yfbG;uniprot:P77398	b2255
b2256	arnD	asap:ABE-0007462;ecogene:EG14092;ncbigene:945334;ncbigi:16130191;refseq_locus_tag:b2256;refseq_name:arnD;refseq_synonym:ECK2249;refseq_synonym:JW2250;refseq_synonym:pbgP4;refseq_synonym:pmrJ;refseq_synonym:yfbH;uniprot:P76472	b2256
b2257	arnT	asap:ABE-0007464;ecogene:EG14093;ncbigene:947297;ncbigi:16130192;refseq_locus_tag:b2257;refseq_name:arnT;refseq_synonym:ECK2250;refseq_synonym:JW2251;refseq_synonym:pbgE1;refseq_synonym:pmrK;refseq_synonym:pqaB;refseq_synonym:yfbI;uniprot:P76473	b2257
b2258	arnF	asap:ABE-0007466;ecogene:EG14094;ncbigene:945344;ncbigi:90111409;refseq_locus_tag:b2258;refseq_name:arnF;refseq_synonym:ECK2252;refseq_synonym:JW5373;refseq_synonym:pbgE3;refseq_synonym:pmrM;refseq_synonym:yfbJ;uniprot:P76474	b2258
b2260	menE	asap:ABE-0007471;ecogene:EG12437;ncbigene:946741;ncbigi:16130195;refseq_locus_tag:b2260;refseq_name:menE;refseq_synonym:ECK2254;refseq_synonym:JW2255;uniprot:P37353	b2260
b2261	menC	asap:ABE-0007473;ecogene:EG11532;ncbigene:946734;ncbigi:16130196;refseq_locus_tag:b2261;refseq_name:menC;refseq_synonym:ECK2255;refseq_synonym:JW2256;uniprot:P29208	b2261
b2262	menB	asap:ABE-0007476;ecogene:EG11368;ncbigene:946747;ncbigi:16130197;refseq_locus_tag:b2262;refseq_name:menB;refseq_synonym:ECK2256;refseq_synonym:JW2257;uniprot:P0ABU0	b2262
b2263	menH	asap:ABE-0007478;ecogene:EG12438;ncbigene:946736;ncbigi:16130198;refseq_locus_tag:b2263;refseq_name:menH;refseq_synonym:ECK2257;refseq_synonym:JW2258;refseq_synonym:yfbB;uniprot:P37355	b2263
b2264	menD	asap:ABE-0007482;ecogene:EG10579;ncbigene:946720;ncbigi:16130199;refseq_locus_tag:b2264;refseq_name:menD;refseq_synonym:ECK2258;refseq_synonym:JW5374;uniprot:P17109	b2264
b2265	menF	asap:ABE-0007485;ecogene:EG12362;ncbigene:946712;ncbigi:90111411;refseq_locus_tag:b2265;refseq_name:menF;refseq_synonym:ECK2259;refseq_synonym:JW2260;refseq_synonym:yfbA;uniprot:P38051	b2265
b2276	nuoN	asap:ABE-0007526;ecogene:EG12093;ncbigene:945136;ncbigi:145698289;refseq_locus_tag:b2276;refseq_name:nuoN;refseq_synonym:ECK2270;refseq_synonym:JW2271;uniprot:P0AFF0	b2276
b2277	nuoM	asap:ABE-0007529;ecogene:EG11773;ncbigene:947731;ncbigi:16130212;refseq_locus_tag:b2277;refseq_name:nuoM;refseq_synonym:ECK2271;refseq_synonym:JW2272;refseq_synonym:nuoA;uniprot:P0AFE8	b2277
b2278	nuoL	asap:ABE-0007532;ecogene:EG12092;ncbigene:945540;ncbigi:16130213;refseq_locus_tag:b2278;refseq_name:nuoL;refseq_synonym:ECK2272;refseq_synonym:JW2273;uniprot:P33607	b2278
b2279	nuoK	asap:ABE-0007534;ecogene:EG12091;ncbigene:947580;ncbigi:16130214;refseq_locus_tag:b2279;refseq_name:nuoK;refseq_synonym:ECK2273;refseq_synonym:JW2274;uniprot:P0AFE4	b2279
b2280	nuoJ	asap:ABE-0007536;ecogene:EG12090;ncbigene:946756;ncbigi:16130215;refseq_locus_tag:b2280;refseq_name:nuoJ;refseq_synonym:ECK2274;refseq_synonym:JW2275;uniprot:P0AFE0	b2280
b2281	nuoI	asap:ABE-0007539;ecogene:EG12089;ncbigene:946757;ncbigi:16130216;refseq_locus_tag:b2281;refseq_name:nuoI;refseq_synonym:ECK2275;refseq_synonym:JW2276;uniprot:P0AFD6	b2281
b2282	nuoH	asap:ABE-0007541;ecogene:EG12088;ncbigene:946761;ncbigi:16130217;refseq_locus_tag:b2282;refseq_name:nuoH;refseq_synonym:ECK2276;refseq_synonym:JW2277;uniprot:P0AFD4	b2282
b2283	nuoG	asap:ABE-0007543;ecogene:EG12087;ncbigene:946762;ncbigi:145698290;refseq_locus_tag:b2283;refseq_name:nuoG;refseq_synonym:ECK2277;refseq_synonym:JW2278;uniprot:P33602	b2283
b2284	nuoF	asap:ABE-0007545;ecogene:EG11774;ncbigene:946753;ncbigi:16130219;refseq_locus_tag:b2284;refseq_name:nuoF;refseq_synonym:ECK2278;refseq_synonym:JW2279;refseq_synonym:nuoB;uniprot:P31979	b2284
b2285	nuoE	asap:ABE-0007547;ecogene:EG12086;ncbigene:946746;ncbigi:16130220;refseq_locus_tag:b2285;refseq_name:nuoE;refseq_synonym:ECK2279;refseq_synonym:JW2280;uniprot:P0AFD1	b2285
b2286	nuoC	asap:ABE-0007549;ecogene:EG12084;ncbigene:946759;ncbigi:145698291;refseq_locus_tag:b2286;refseq_name:nuoC;refseq_synonym:ECK2280;refseq_synonym:JW5375;refseq_synonym:nuoCD;refseq_synonym:nuoD;uniprot:P33599	b2286
b2287	nuoB	asap:ABE-0007551;ecogene:EG12083;ncbigene:946738;ncbigi:16130222;refseq_locus_tag:b2287;refseq_name:nuoB;refseq_synonym:ECK2281;refseq_synonym:JW5875;uniprot:P0AFC7	b2287
b2288	nuoA	asap:ABE-0007553;ecogene:EG12082;ncbigene:946764;ncbigi:49176207;refseq_locus_tag:b2288;refseq_name:nuoA;refseq_synonym:ECK2282;refseq_synonym:JW2283;uniprot:P0AFC3	b2288
b2290	alaA	asap:ABE-0007560;ecogene:EG14101;ncbigene:946772;ncbigi:16130225;refseq_locus_tag:b2290;refseq_name:alaA;refseq_synonym:ECK2284;refseq_synonym:JW2287;refseq_synonym:yfbQ;uniprot:P0A959	b2290
b2291	yfbR	asap:ABE-0007563;ecogene:EG14102;ncbigene:946771;ncbigi:16130226;refseq_locus_tag:b2291;refseq_name:yfbR;refseq_synonym:ECK2285;refseq_synonym:JW2288;uniprot:P76491	b2291
b2293	yfbT	asap:ABE-0007567;ecogene:EG14104;ncbigene:946777;ncbigi:90111414;refseq_locus_tag:b2293;refseq_name:yfbT;refseq_synonym:ECK2287;refseq_synonym:JW5376;uniprot:P77625	b2293
b2296	ackA	asap:ABE-0007579;ecogene:EG10027;ncbigene:946775;ncbigi:16130231;refseq_locus_tag:b2296;refseq_name:ackA;refseq_synonym:ECK2290;refseq_synonym:JW2293;uniprot:P0A6A3	b2296
b2297	pta	asap:ABE-0007582;ecogene:EG20173;ncbigene:946778;ncbigi:16130232;refseq_locus_tag:b2297;refseq_name:pta;refseq_synonym:ECK2291;refseq_synonym:JW2294;uniprot:P0A9M8	b2297
b2302	yfcG	asap:ABE-0007600;ecogene:EG14110;ncbigene:946763;ncbigi:16130237;refseq_locus_tag:b2302;refseq_name:yfcG;refseq_synonym:ECK2296;refseq_synonym:JW2299;uniprot:P77526	b2302
b2303	folX	asap:ABE-0007603;ecogene:EG14263;ncbigene:946781;ncbigi:16130238;refseq_locus_tag:b2303;refseq_name:folX;refseq_synonym:ECK2297;refseq_synonym:JW2300;uniprot:P0AC19	b2303
b2306	hisP	asap:ABE-0007610;ecogene:EG10452;ncbigene:946789;ncbigi:16130241;refseq_locus_tag:b2306;refseq_name:hisP;refseq_synonym:ECK2300;refseq_synonym:JW2303;uniprot:P07109	b2306
b2307	hisM	asap:ABE-0007613;ecogene:EG10007;ncbigene:946790;ncbigi:16130242;refseq_locus_tag:b2307;refseq_name:hisM;refseq_synonym:ECK2301;refseq_synonym:JW2304;uniprot:P0AEU3	b2307
b2308	hisQ	asap:ABE-0007615;ecogene:EG12125;ncbigene:947235;ncbigi:16130243;refseq_locus_tag:b2308;refseq_name:hisQ;refseq_synonym:ECK2302;refseq_synonym:JW2305;uniprot:P52094	b2308
b2309	hisJ	asap:ABE-0007617;ecogene:EG12124;ncbigene:945309;ncbigi:16130244;refseq_locus_tag:b2309;refseq_name:hisJ;refseq_synonym:ECK2303;refseq_synonym:JW2306;uniprot:P0AEU0	b2309
b2310	argT	asap:ABE-0007621;ecogene:EG10072;ncbigene:949030;ncbigi:16130245;refseq_locus_tag:b2310;refseq_name:argT;refseq_synonym:ECK2304;refseq_synonym:JW2307;uniprot:P09551	b2310
b2312	purF	asap:ABE-0007631;ecogene:EG10794;ncbigene:946794;ncbigi:16130247;refseq_locus_tag:b2312;refseq_name:purF;refseq_synonym:ECK2306;refseq_synonym:JW2309;refseq_synonym:ade;refseq_synonym:purC;uniprot:P0AG16	b2312
b2315	folC	asap:ABE-0007645;ecogene:EG10327;ncbigene:945451;ncbigi:16130250;refseq_locus_tag:b2315;refseq_name:folC;refseq_synonym:ECK2309;refseq_synonym:JW2312;refseq_synonym:dedC;uniprot:P08192	b2315
b2316	accD	asap:ABE-0007648;ecogene:EG10217;ncbigene:946796;ncbigi:16130251;refseq_locus_tag:b2316;refseq_name:accD;refseq_synonym:ECK2310;refseq_synonym:JW2313;refseq_synonym:dedB;refseq_synonym:usg;uniprot:P0A9Q5	b2316
b2320	pdxB	asap:ABE-0007663;ecogene:EG10692;ncbigene:946785;ncbigi:16130255;refseq_locus_tag:b2320;refseq_name:pdxB;refseq_synonym:ECK2314;refseq_synonym:JW2317;uniprot:P05459	b2320
b2323	fabB	asap:ABE-0007675;ecogene:EG10274;ncbigene:946799;ncbigi:16130258;refseq_locus_tag:b2323;refseq_name:fabB;refseq_synonym:ECK2317;refseq_synonym:JW2320;refseq_synonym:fabC;uniprot:P0A953	b2323
b2328	mepA	asap:ABE-0007691;ecogene:EG10580;ncbigene:946812;ncbigi:16130263;refseq_locus_tag:b2328;refseq_name:mepA;refseq_synonym:ECK2322;refseq_synonym:JW2325;uniprot:P0C0T5	b2328
b2329	aroC	asap:ABE-0007693;ecogene:EG10075;ncbigene:946814;ncbigi:16130264;refseq_locus_tag:b2329;refseq_name:aroC;refseq_synonym:ECK2323;refseq_synonym:JW2326;uniprot:P12008	b2329
b2341	fadJ	asap:ABE-0007723;ecogene:EG14127;ncbigene:949097;ncbigi:16130274;refseq_locus_tag:b2341;refseq_name:fadJ;refseq_synonym:ECK2335;refseq_synonym:JW2338;refseq_synonym:yfcX;uniprot:P77399	b2341
b2342	fadI	asap:ABE-0007725;ecogene:EG14128;ncbigene:948823;ncbigi:16130275;refseq_locus_tag:b2342;refseq_name:fadI;refseq_synonym:ECK2336;refseq_synonym:JW2339;refseq_synonym:yfcY;uniprot:P76503	b2342
b2344	fadL	asap:ABE-0007740;ecogene:EG10280;ncbigene:946820;ncbigi:145698292;refseq_locus_tag:b2344;refseq_name:fadL;refseq_synonym:ECK2338;refseq_synonym:JW2341;refseq_synonym:ttr;uniprot:P10384	b2344
b2361	yfdR	asap:ABE-0007791;ecogene:EG14140;ncbigene:946834;ncbigi:90111424;refseq_locus_tag:b2361;refseq_name:yfdR;refseq_synonym:ECK2355;refseq_synonym:JW2358;uniprot:P76514	b2361
b2366	dsdA	asap:ABE-0007804;ecogene:EG10249;ncbigene:946837;ncbigi:16130298;refseq_locus_tag:b2366;refseq_name:dsdA;refseq_synonym:ECK2362;refseq_synonym:JW2363;uniprot:P00926	b2366
b2371	yfdE	asap:ABE-0007821;ecogene:EG13284;ncbigene:946432;ncbigi:162135906;refseq_locus_tag:b2371;refseq_name:yfdE;refseq_synonym:ECK2367;refseq_synonym:JW2368;uniprot:P76518	b2371
b2373	oxc	asap:ABE-0007826;ecogene:EG14143;ncbigene:946845;ncbigi:16130305;refseq_locus_tag:b2373;refseq_name:oxc;refseq_synonym:ECK2369;refseq_synonym:JW2370;refseq_synonym:yfdU;uniprot:P0AFI0	b2373
b2374	frc	asap:ABE-0007828;ecogene:EG14145;ncbigene:946842;ncbigi:16130306;refseq_locus_tag:b2374;refseq_name:frc;refseq_synonym:ECK2370;refseq_synonym:JW2371;refseq_synonym:yfdW;uniprot:P69902	b2374
b2378	lpxP	asap:ABE-0007848;ecogene:EG12901;ncbigene:946847;ncbigi:90111426;refseq_locus_tag:b2378;refseq_name:lpxP;refseq_synonym:ECK2374;refseq_synonym:JW2375;refseq_synonym:ddg;uniprot:P0ACV2	b2378
b2379	alaC	asap:ABE-0007850;ecogene:EG14198;ncbigene:946850;ncbigi:16130311;refseq_locus_tag:b2379;refseq_name:alaC;refseq_synonym:ECK2375;refseq_synonym:JW2376;refseq_synonym:yfdZ;uniprot:P77434	b2379
b2388	glk	asap:ABE-0007875;ecogene:EG12957;ncbigene:946858;ncbigi:16130320;refseq_locus_tag:b2388;refseq_name:glk;refseq_synonym:ECK2384;refseq_synonym:JW2385;uniprot:P0A6V8	b2388
b2392	mntH	asap:ABE-0007889;ecogene:EG14157;ncbigene:946899;ncbigi:16130324;refseq_locus_tag:b2392;refseq_name:mntH;refseq_synonym:ECK2387;refseq_synonym:JW2388;refseq_synonym:mntA;refseq_synonym:yfeP;uniprot:P0A769	b2392
b2393	nupC	asap:ABE-0007893;ecogene:EG11971;ncbigene:946895;ncbigi:16130325;refseq_locus_tag:b2393;refseq_name:nupC;refseq_synonym:ECK2388;refseq_synonym:JW2389;refseq_synonym:cru;uniprot:P0AFF2	b2393
b2400	gltX	asap:ABE-0007911;ecogene:EG10407;ncbigene:946906;ncbigi:16130330;refseq_locus_tag:b2400;refseq_name:gltX;refseq_synonym:ECK2394;refseq_synonym:JW2395;uniprot:P04805	b2400
b2406	xapB	asap:ABE-0007925;ecogene:EG13159;ncbigene:946868;ncbigi:16130332;refseq_locus_tag:b2406;refseq_name:xapB;refseq_synonym:ECK2400;refseq_synonym:JW2397;uniprot:P45562	b2406
b2407	xapA	asap:ABE-0007927;ecogene:EG20250;ncbigene:946878;ncbigi:16130333;refseq_locus_tag:b2407;refseq_name:xapA;refseq_synonym:ECK2401;refseq_synonym:JW2398;refseq_synonym:pndA;uniprot:P45563	b2407
b2411	ligA	asap:ABE-0007938;ecogene:EG10534;ncbigene:946885;ncbigi:16130337;refseq_locus_tag:b2411;refseq_name:ligA;refseq_synonym:ECK2406;refseq_synonym:JW2403;refseq_synonym:dnaL;refseq_synonym:lig;refseq_synonym:lop;refseq_synonym:pdeC;uniprot:P15042	b2411
b2413	cysZ	asap:ABE-0007953;ecogene:EG10003;ncbigene:946875;ncbigi:16130339;refseq_locus_tag:b2413;refseq_name:cysZ;refseq_synonym:ECK2408;refseq_synonym:JW2406;uniprot:P0A6J3	b2413
b2414	cysK	asap:ABE-0007957;ecogene:EG10192;ncbigene:946877;ncbigi:16130340;refseq_locus_tag:b2414;refseq_name:cysK;refseq_synonym:ECK2409;refseq_synonym:JW2407;refseq_synonym:cysZ;uniprot:P0ABK5	b2414
b2415	ptsH	asap:ABE-0007962;ecogene:EG10788;ncbigene:946886;ncbigi:16130341;refseq_locus_tag:b2415;refseq_name:ptsH;refseq_synonym:ECK2410;refseq_synonym:JW2408;refseq_synonym:ctr;refseq_synonym:hpr;refseq_synonym:iex?;uniprot:P0AA04	b2415
b2416	ptsI	asap:ABE-0007967;ecogene:EG10789;ncbigene:946879;ncbigi:16130342;refseq_locus_tag:b2416;refseq_name:ptsI;refseq_synonym:ECK2411;refseq_synonym:JW2409;refseq_synonym:ctr;uniprot:P08839	b2416
b2417	crr	asap:ABE-0007971;ecogene:EG10165;ncbigene:946880;ncbigi:16130343;refseq_locus_tag:b2417;refseq_name:crr;refseq_synonym:ECK2412;refseq_synonym:JW2410;refseq_synonym:gsr;refseq_synonym:iex;refseq_synonym:tgs;refseq_synonym:treD;uniprot:P69783	b2417
b2418	pdxK	asap:ABE-0007973;ecogene:EG12642;ncbigene:946881;ncbigi:16130344;refseq_locus_tag:b2418;refseq_name:pdxK;refseq_synonym:ECK2413;refseq_synonym:JW2411;refseq_synonym:pdxL;refseq_synonym:thiJ;refseq_synonym:yfeI;uniprot:P40191	b2418
b2421	cysM	asap:ABE-0007982;ecogene:EG10193;ncbigene:946888;ncbigi:16130347;refseq_locus_tag:b2421;refseq_name:cysM;refseq_synonym:ECK2416;refseq_synonym:JW2414;uniprot:P16703	b2421
b2422	cysA	asap:ABE-0007986;ecogene:EG10183;ncbigene:946889;ncbigi:16130348;refseq_locus_tag:b2422;refseq_name:cysA;refseq_synonym:ECK2417;refseq_synonym:JW2415;uniprot:P16676	b2422
b2423	cysW	asap:ABE-0007988;ecogene:EG10198;ncbigene:2847743;ncbigi:90111430;refseq_locus_tag:b2423;refseq_name:cysW;refseq_synonym:ECK2418;refseq_synonym:JW2416;uniprot:P0AEB0	b2423
b2424	cysU	asap:ABE-0007990;ecogene:EG10197;ncbigene:946882;ncbigi:16130349;refseq_locus_tag:b2424;refseq_name:cysU;refseq_synonym:ECK2419;refseq_synonym:JW2417;refseq_synonym:cysT;uniprot:P16701	b2424
b2425	cysP	asap:ABE-0007992;ecogene:EG10195;ncbigene:946883;ncbigi:16130350;refseq_locus_tag:b2425;refseq_name:cysP;refseq_synonym:ECK2420;refseq_synonym:JW2418;uniprot:P16700	b2425
b2428	murQ	asap:ABE-0008007;ecogene:EG14162;ncbigene:946893;ncbigi:16130353;refseq_locus_tag:b2428;refseq_name:murQ;refseq_synonym:ECK2423;refseq_synonym:JW2421;refseq_synonym:yfeU;uniprot:P76535	b2428
b2429	murP	asap:ABE-0008009;ecogene:EG14163;ncbigene:946894;ncbigi:16130354;refseq_locus_tag:b2429;refseq_name:murP;refseq_synonym:ECK2424;refseq_synonym:JW2422;refseq_synonym:yfeV;uniprot:P77272	b2429
b2430	yfeW	asap:ABE-0008012;ecogene:EG14164;ncbigene:946907;ncbigi:90111432;refseq_locus_tag:b2430;refseq_name:yfeW;refseq_synonym:ECK2425;refseq_synonym:JW5395;refseq_synonym:pbp4B;uniprot:P77619	b2430
b2431	yfeX	asap:ABE-0008015;ecogene:EG14165;ncbigene:946913;ncbigi:90111433;refseq_locus_tag:b2431;refseq_name:yfeX;refseq_synonym:ECK2426;refseq_synonym:JW2424;uniprot:P76536	b2431
b2435	amiA	asap:ABE-0008032;ecogene:EG11823;ncbigene:946916;ncbigi:16130360;refseq_locus_tag:b2435;refseq_name:amiA;refseq_synonym:ECK2430;refseq_synonym:JW2428;refseq_synonym:yfeE;uniprot:P36548	b2435
b2436	hemF	asap:ABE-0008034;ecogene:EG12189;ncbigene:946908;ncbigi:16130361;refseq_locus_tag:b2436;refseq_name:hemF;refseq_synonym:ECK2431;refseq_synonym:JW2429;refseq_synonym:popB;refseq_synonym:sec;uniprot:P36553	b2436
b2440	eutC	asap:ABE-0008043;ecogene:EG50007;ncbigene:946925;ncbigi:16130365;refseq_locus_tag:b2440;refseq_name:eutC;refseq_synonym:ECK2435;refseq_synonym:JW2433;uniprot:P19636	b2440
b2441	eutB	asap:ABE-0008046;ecogene:EG50006;ncbigene:946924;ncbigi:90111437;refseq_locus_tag:b2441;refseq_name:eutB;refseq_synonym:ECK2436;refseq_synonym:JW2434;uniprot:P0AEJ6	b2441
b2458	eutD	asap:ABE-0008097;ecogene:EG14188;ncbigene:946940;ncbigi:16130383;refseq_locus_tag:b2458;refseq_name:eutD;refseq_synonym:ECK2453;refseq_synonym:JW2442;refseq_synonym:eutI;refseq_synonym:ypfA;uniprot:P77218	b2458
b2463	maeB	asap:ABE-0008111;ecogene:EG14193;ncbigene:946947;ncbigi:16130388;refseq_locus_tag:b2463;refseq_name:maeB;refseq_synonym:ECK2458;refseq_synonym:JW2447;refseq_synonym:ypfF;uniprot:P76558	b2463
b2464	talA	asap:ABE-0008115;ecogene:EG11797;ncbigene:947006;ncbigi:16130389;refseq_locus_tag:b2464;refseq_name:talA;refseq_synonym:ECK2459;refseq_synonym:JW2448;uniprot:P0A867	b2464
b2465	tktB	asap:ABE-0008117;ecogene:EG12100;ncbigene:945865;ncbigi:16130390;refseq_locus_tag:b2465;refseq_name:tktB;refseq_synonym:ECK2460;refseq_synonym:JW2449;uniprot:P33570	b2465
b2467	nudK	asap:ABE-0008123;ecogene:EG12410;ncbigene:947072;ncbigi:16130392;refseq_locus_tag:b2467;refseq_name:nudK;refseq_synonym:ECK2462;refseq_synonym:JW2451;refseq_synonym:yffH;uniprot:P37128	b2467
b2470	acrD	asap:ABE-0008136;ecogene:EG10014;ncbigene:945464;ncbigi:16130395;refseq_locus_tag:b2470;refseq_name:acrD;refseq_synonym:ECK2465;refseq_synonym:JW2454;refseq_synonym:yffA;uniprot:P24177	b2470
b2472	dapE	asap:ABE-0008142;ecogene:EG10208;ncbigene:948313;ncbigi:16130397;refseq_locus_tag:b2472;refseq_name:dapE;refseq_synonym:ECK2467;refseq_synonym:JW2456;refseq_synonym:msgB;uniprot:P0AED7	b2472
b2476	purC	asap:ABE-0008156;ecogene:EG10791;ncbigene:946957;ncbigi:16130401;refseq_locus_tag:b2476;refseq_name:purC;refseq_synonym:ECK2472;refseq_synonym:JW2461;refseq_synonym:ade;uniprot:P0A7D7	b2476
b2478	dapA	asap:ABE-0008163;ecogene:EG10205;ncbigene:946952;ncbigi:16130403;refseq_locus_tag:b2478;refseq_name:dapA;refseq_synonym:ECK2474;refseq_synonym:JW2463;uniprot:P0A6L2	b2478
b2480	bcp	asap:ABE-0008171;ecogene:EG10108;ncbigene:946949;ncbigi:16130405;refseq_locus_tag:b2480;refseq_name:bcp;refseq_synonym:ECK2476;refseq_synonym:JW2465;uniprot:P0AE52	b2480
b2481	hyfA	asap:ABE-0008179;ecogene:EG11150;ncbigene:946959;ncbigi:90111444;refseq_locus_tag:b2481;refseq_name:hyfA;refseq_synonym:ECK2477;refseq_synonym:JW2466;refseq_synonym:yffE;uniprot:P23481	b2481
b2482	hyfB	asap:ABE-0008181;ecogene:EG11282;ncbigene:946961;ncbigi:16130407;refseq_locus_tag:b2482;refseq_name:hyfB;refseq_synonym:ECK2478;refseq_synonym:JW2467;refseq_synonym:yffF;uniprot:P23482	b2482
b2483	hyfC	asap:ABE-0008183;ecogene:EG14211;ncbigene:947492;ncbigi:90111445;refseq_locus_tag:b2483;refseq_name:hyfC;refseq_synonym:ECK2479;refseq_synonym:JW2468;uniprot:P77858	b2483
b2484	hyfD	asap:ABE-0008185;ecogene:EG14212;ncbigene:947290;ncbigi:16130409;refseq_locus_tag:b2484;refseq_name:hyfD;refseq_synonym:ECK2480;refseq_synonym:JW2469;uniprot:P77416	b2484
b2485	hyfE	asap:ABE-0008188;ecogene:EG14213;ncbigene:945298;ncbigi:16130410;refseq_locus_tag:b2485;refseq_name:hyfE;refseq_synonym:ECK2481;refseq_synonym:JW2470;uniprot:P0AEW1	b2485
b2486	hyfF	asap:ABE-0008191;ecogene:EG14214;ncbigene:946962;ncbigi:16130411;refseq_locus_tag:b2486;refseq_name:hyfF;refseq_synonym:ECK2482;refseq_synonym:JW2471;uniprot:P77437	b2486
b2487	hyfG	asap:ABE-0008194;ecogene:EG14215;ncbigene:946964;ncbigi:16130412;refseq_locus_tag:b2487;refseq_name:hyfG;refseq_synonym:ECK2483;refseq_synonym:JW2472;uniprot:P77329	b2487
b2488	hyfH	asap:ABE-0008196;ecogene:EG14216;ncbigene:946965;ncbigi:16130413;refseq_locus_tag:b2488;refseq_name:hyfH;refseq_synonym:ECK2484;refseq_synonym:JW2473;uniprot:P77423	b2488
b2489	hyfI	asap:ABE-0008198;ecogene:EG14217;ncbigene:946966;ncbigi:16130414;refseq_locus_tag:b2489;refseq_name:hyfI;refseq_synonym:ECK2485;refseq_synonym:JW5805;uniprot:P77668	b2489
b2490	hyfJ	asap:ABE-0008200;ecogene:EG14218;ncbigene:947713;ncbigi:90111446;refseq_locus_tag:b2490;refseq_name:hyfJ;refseq_synonym:ECK2486;refseq_synonym:JW2475;uniprot:P77453	b2490
b2492	focB	asap:ABE-0008206;ecogene:EG14220;ncbigene:949032;ncbigi:16130417;refseq_locus_tag:b2492;refseq_name:focB;refseq_synonym:ECK2488;refseq_synonym:JW2477;uniprot:P77733	b2492
b2497	uraA	asap:ABE-0008219;ecogene:EG12129;ncbigene:946978;ncbigi:16130422;refseq_locus_tag:b2497;refseq_name:uraA;refseq_synonym:ECK2493;refseq_synonym:JW2482;uniprot:P0AGM7	b2497
b2498	upp	asap:ABE-0008224;ecogene:EG11332;ncbigene:946979;ncbigi:90111448;refseq_locus_tag:b2498;refseq_name:upp;refseq_synonym:ECK2494;refseq_synonym:JW2483;refseq_synonym:uraP;uniprot:P0A8F0	b2498
b2499	purM	asap:ABE-0008230;ecogene:EG10798;ncbigene:946975;ncbigi:16130424;refseq_locus_tag:b2499;refseq_name:purM;refseq_synonym:ECK2495;refseq_synonym:JW2484;refseq_synonym:purG;refseq_synonym:purI;uniprot:P08178	b2499
b2500	purN	asap:ABE-0008232;ecogene:EG10799;ncbigene:946973;ncbigi:16130425;refseq_locus_tag:b2500;refseq_name:purN;refseq_synonym:ECK2496;refseq_synonym:JW2485;refseq_synonym:ade;uniprot:P08179	b2500
b2501	ppk	asap:ABE-0008235;ecogene:EG11510;ncbigene:946971;ncbigi:16130426;refseq_locus_tag:b2501;refseq_name:ppk;refseq_synonym:ECK2497;refseq_synonym:JW2486;uniprot:P0A7B1	b2501
b2502	ppx	asap:ABE-0008238;ecogene:EG11403;ncbigene:946970;ncbigi:16130427;refseq_locus_tag:b2502;refseq_name:ppx;refseq_synonym:ECK2498;refseq_synonym:JW2487;uniprot:P0AFL6	b2502
b2503	yfgF	asap:ABE-0008240;ecogene:EG14202;ncbigene:946968;ncbigi:16130428;refseq_locus_tag:b2503;refseq_name:yfgF;refseq_synonym:ECK2499;refseq_synonym:JW2488;uniprot:P77172	b2503
b2507	guaA	asap:ABE-0008254;ecogene:EG10420;ncbigene:947334;ncbigi:16130432;refseq_locus_tag:b2507;refseq_name:guaA;refseq_synonym:ECK2503;refseq_synonym:JW2491;uniprot:P04079	b2507
b2508	guaB	asap:ABE-0008257;ecogene:EG10421;ncbigene:946985;ncbigi:16130433;refseq_locus_tag:b2508;refseq_name:guaB;refseq_synonym:ECK2504;refseq_synonym:JW5401;refseq_synonym:guaR;uniprot:P0ADG7	b2508
b2515	ispG	asap:ABE-0008281;ecogene:EG10370;ncbigene:946991;ncbigi:16130440;refseq_locus_tag:b2515;refseq_name:ispG;refseq_synonym:ECK2511;refseq_synonym:JW2499;refseq_synonym:gcpE;uniprot:P62620	b2515
