#MetaNetX/TSV/peptides.tsv 1.1
#ID	description	xrefs	gene_names
H6ST1_HUMAN	Heparan-sulfate 6-O-sulfotransferase 1 (HS6ST-1) (EC 2.8.2.-)	uniprotkb:O60243	HS6ST1;HS6ST
H6ST2_HUMAN	Heparan-sulfate 6-O-sulfotransferase 2 (HS6ST-2) (EC 2.8.2.-)	uniprotkb:Q96MM7	HS6ST2;PSEC0092
H6ST3_HUMAN	Heparan-sulfate 6-O-sulfotransferase 3 (HS6ST-3) (EC 2.8.2.-)	uniprotkb:Q8IZP7	HS6ST3
H7BXK0_HUMAN	Putative ubiquitin carboxyl-terminal hydrolase 41 (Fragment)	uniprotkb:H7BXK0	USP41
HACD1_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 1) (HACD1) (Cementum-attachment protein) (CAP) (Protein-tyrosine phosphatase-like member A)	uniprotkb:B0YJ81	HACD1;PTPLA
HACD2_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 2) (HACD2) (Protein-tyrosine phosphatase-like member B)	uniprotkb:Q6Y1H2	HACD2;PTPLB
HACD3_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Butyrate-induced protein 1) (B-ind1) (hB-ind1) (Protein-tyrosine phosphatase-like A domain-containing protein 1)	uniprotkb:Q9P035	HACD3;BIND1;PTPLAD1
HACD4_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 4) (HACD4) (Protein-tyrosine phosphatase-like A domain-containing protein 2)	uniprotkb:Q5VWC8	HACD4;PTPLAD2
HACE1_HUMAN	E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1)	uniprotkb:Q8IYU2	HACE1;KIAA1320
HACL1_HUMAN	2-hydroxyacyl-CoA lyase 1 (EC 4.1.2.n2) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)	uniprotkb:Q9UJ83	HACL1;HPCL;HPCL2;PHYH2;HSPC279
HAGHL_HUMAN	Hydroxyacylglutathione hydrolase-like protein (EC 3.1.2.-)	uniprotkb:Q6PII5	HAGHL
HAKAI_HUMAN	E3 ubiquitin-protein ligase Hakai (EC 2.3.2.27) (Casitas B-lineage lymphoma-transforming sequence-like protein 1) (c-Cbl-like protein 1) (RING finger protein 188) (RING-type E3 ubiquitin transferase Hakai)	uniprotkb:Q75N03	CBLL1;HAKAI;RNF188
HAOX1_HUMAN	Hydroxyacid oxidase 1 (HAOX1) (EC 1.1.3.15) (Glycolate oxidase) (GOX)	uniprotkb:Q9UJM8	HAO1;GOX1;HAOX1
HAOX2_HUMAN	Hydroxyacid oxidase 2 (HAOX2) (EC 1.1.3.15) ((S)-2-hydroxy-acid oxidase, peroxisomal) (Cell growth-inhibiting gene 16 protein) (Long chain alpha-hydroxy acid oxidase) (Long-chain L-2-hydroxy acid oxidase)	uniprotkb:Q9NYQ3	HAO2;HAOX2;GIG16
HARS1_HUMAN	Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	uniprotkb:P12081	HARS1;HARS;HRS
HAT1_HUMAN	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1)	uniprotkb:O14929	HAT1;KAT1
HCD2_HUMAN	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH)	uniprotkb:Q99714	HSD17B10;ERAB;HADH2;MRPP2;SCHAD;SDR5C1;XH98G2
HCDH_HUMAN	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)	uniprotkb:Q16836	HADH;HAD;HAD1;HADHSC;SCHAD
HCN3_HUMAN	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3	uniprotkb:Q9P1Z3	HCN3;KIAA1535
HCST_HUMAN	Hematopoietic cell signal transducer (DNAX-activation protein 10) (Membrane protein DAP10) (Transmembrane adapter protein KAP10)	uniprotkb:Q9UBK5	HCST;DAP10;KAP10;PIK3AP;UNQ587/PRO1157
HDAC3_HUMAN	Histone deacetylase 3 (HD3) (EC 3.5.1.98) (RPD3-2) (SMAP45)	uniprotkb:O15379	HDAC3
HDBP1_HUMAN	Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1 (GPI-HBP1) (GPI-anchored HDL-binding protein 1) (High density lipoprotein-binding protein 1)	uniprotkb:Q8IV16	GPIHBP1;HBP1
HECD1_HUMAN	E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (E3 ligase for inhibin receptor) (EULIR) (HECT domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECTD1)	uniprotkb:Q9ULT8	HECTD1;KIAA1131
HECD2_HUMAN	Probable E3 ubiquitin-protein ligase HECTD2 (EC 2.3.2.26) (HECT domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECTD2)	uniprotkb:Q5U5R9	HECTD2
HECD3_HUMAN	E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)	uniprotkb:Q5T447	HECTD3
HECW1_HUMAN	E3 ubiquitin-protein ligase HECW1 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECW1) (NEDD4-like E3 ubiquitin-protein ligase 1) (hNEDL1)	uniprotkb:Q76N89	HECW1;KIAA0322;NEDL1
HECW2_HUMAN	E3 ubiquitin-protein ligase HECW2 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECW2) (NEDD4-like E3 ubiquitin-protein ligase 2)	uniprotkb:Q9P2P5	HECW2;KIAA1301;NEDL2
HELZ2_HUMAN	Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein) (EC 3.6.4.-)	uniprotkb:Q9BYK8	HELZ2;KIAA1769;PRIC285
HEM0_HUMAN	5-aminolevulinate synthase, erythroid-specific, mitochondrial (ALAS-E) (EC 2.3.1.37) (5-aminolevulinic acid synthase 2) (Delta-ALA synthase 2) (Delta-aminolevulinate synthase 2)	uniprotkb:P22557	ALAS2;ALASE;ASB
HEM1_HUMAN	5-aminolevulinate synthase, nonspecific, mitochondrial (ALAS-H) (EC 2.3.1.37) (5-aminolevulinic acid synthase 1) (Delta-ALA synthase 1) (Delta-aminolevulinate synthase 1)	uniprotkb:P13196	ALAS1;ALAS3;ALASH;OK/SW-cl.121
HEM2_HUMAN	Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	uniprotkb:P13716	ALAD
HEM3_HUMAN	Porphobilinogen deaminase (PBG-D) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	uniprotkb:P08397	HMBS;PBGD;UPS
HEM4_HUMAN	Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	uniprotkb:P10746	UROS
HEM6_HUMAN	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	uniprotkb:P36551	CPOX;CPO;CPX
HEMH_HUMAN	Ferrochelatase, mitochondrial (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	uniprotkb:P22830	FECH
HEMK1_HUMAN	MTRF1L release factor glutamine methyltransferase (EC 2.1.1.297) (HemK methyltransferase family member 1) (M.HsaHemKP)	uniprotkb:Q9Y5R4	HEMK1;HEMK
HEPH_HUMAN	Hephaestin (EC 1.-.-.-)	uniprotkb:Q9BQS7	HEPH;KIAA0698;UNQ2562/PRO6242
HERC1_HUMAN	Probable E3 ubiquitin-protein ligase HERC1 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 1) (HECT-type E3 ubiquitin transferase HERC1) (p532) (p619)	uniprotkb:Q15751	HERC1
HERC2_HUMAN	E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)	uniprotkb:O95714	HERC2
HERC3_HUMAN	Probable E3 ubiquitin-protein ligase HERC3 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 3) (HECT-type E3 ubiquitin transferase HERC3)	uniprotkb:Q15034	HERC3;KIAA0032
HERC4_HUMAN	Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)	uniprotkb:Q5GLZ8	HERC4;KIAA1593
HEXA_HUMAN	Beta-hexosaminidase subunit alpha (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit alpha) (Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha)	uniprotkb:P06865	HEXA
HEXB_HUMAN	Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein) (HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A]	uniprotkb:P07686	HEXB;HCC7
HEXD_HUMAN	Hexosaminidase D (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase D) (Hexosaminidase domain-containing protein) (N-acetyl-beta-galactosaminidase)	uniprotkb:Q8WVB3	HEXD;HEXDC
HGD_HUMAN	Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)	uniprotkb:Q93099	HGD;HGO
HGNAT_HUMAN	Heparan-alpha-glucosaminide N-acetyltransferase (EC 2.3.1.78) (Transmembrane protein 76)	uniprotkb:Q68CP4	HGSNAT;TMEM76
HHAT_HUMAN	Protein-cysteine N-palmitoyltransferase HHAT (EC 2.3.1.-) (Hedgehog acyltransferase) (Melanoma antigen recognized by T-cells 2) (MART-2) (Skinny hedgehog protein 1)	uniprotkb:Q5VTY9	HHAT;MART2;SKI1
HIBCH_HUMAN	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)	uniprotkb:Q6NVY1	HIBCH
HIF1A_HUMAN	Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha) (ARNT-interacting protein) (Basic-helix-loop-helix-PAS protein MOP1) (Class E basic helix-loop-helix protein 78) (bHLHe78) (Member of PAS protein 1) (PAS domain-containing protein 8)	uniprotkb:Q16665	HIF1A;BHLHE78;MOP1;PASD8
HIF1N_HUMAN	Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Factor inhibiting HIF-1) (FIH-1) (Hypoxia-inducible factor asparagine hydroxylase)	uniprotkb:Q9NWT6	HIF1AN;FIH1
HIG2A_HUMAN	HIG1 domain family member 2A, mitochondrial (RCF1 homolog B) (RCF1b)	uniprotkb:Q9BW72	HIGD2A
HIRP3_HUMAN	HIRA-interacting protein 3	uniprotkb:Q9BW71	HIRIP3
HKDC1_HUMAN	Hexokinase HKDC1 (EC 2.7.1.1) (Hexokinase domain-containing protein 1)	uniprotkb:Q2TB90	HKDC1
HLTF_HUMAN	Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3)	uniprotkb:Q14527	HLTF;HIP116A;RNF80;SMARCA3;SNF2L3;ZBU1
HMCS1_HUMAN	Hydroxymethylglutaryl-CoA synthase, cytoplasmic (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	uniprotkb:Q01581	HMGCS1;HMGCS
HMCS2_HUMAN	Hydroxymethylglutaryl-CoA synthase, mitochondrial (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	uniprotkb:P54868	HMGCS2
HMDH_HUMAN	3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34)	uniprotkb:P04035	HMGCR
HMGC2_HUMAN	3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic (EC 4.1.3.4) (3-hydroxy-3-methylglutaryl-CoA lyase-like protein 1) (HMGCL-like 1) (Endoplasmic reticulum 3-hydroxy-3-methylglutaryl-CoA lyase) (er-cHL)	uniprotkb:Q8TB92	HMGCLL1
HMGCL_HUMAN	Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)	uniprotkb:P35914	HMGCL
HMOX1_HUMAN	Heme oxygenase 1 (HO-1) (EC 1.14.14.18)	uniprotkb:P09601	HMOX1;HO;HO1
HMOX2_HUMAN	Heme oxygenase 2 (HO-2) (EC 1.14.14.18)	uniprotkb:P30519	HMOX2;HO2
HNMT_HUMAN	Histamine N-methyltransferase (HMT) (EC 2.1.1.8)	uniprotkb:P50135	HNMT
HOGA1_HUMAN	4-hydroxy-2-oxoglutarate aldolase, mitochondrial (EC 4.1.3.16) (Dihydrodipicolinate synthase-like) (DHDPS-like protein) (Probable 2-keto-4-hydroxyglutarate aldolase) (Probable KHG-aldolase) (Protein 569272)	uniprotkb:Q86XE5	HOGA1;C10orf65;DHDPSL
HOT_HUMAN	Hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1) (Fe-containing alcohol dehydrogenase)	uniprotkb:Q8IWW8	ADHFE1;HMFT2263
HPGDS_HUMAN	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	uniprotkb:O60760	HPGDS;GSTS;PGDS;PTGDS2
HPPD_HUMAN	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27) (4-hydroxyphenylpyruvic acid oxidase) (4HPPD) (HPD) (HPPDase)	uniprotkb:P32754	HPD;PPD
HPRT_HUMAN	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)	uniprotkb:P00492	HPRT1;HPRT
HPS3_HUMAN	Hermansky-Pudlak syndrome 3 protein	uniprotkb:Q969F9	HPS3
HPSE2_HUMAN	Inactive heparanase-2 (Hpa2)	uniprotkb:Q8WWQ2	HPSE2;HPA2
HPSE_HUMAN	Heparanase (EC 3.2.1.166) (Endo-glucoronidase) (Heparanase-1) (Hpa1) [Cleaved into: Heparanase 8 kDa subunit; Heparanase 50 kDa subunit]	uniprotkb:Q9Y251	HPSE;HEP;HPA;HPA1;HPR1;HPSE1;HSE1
HS2ST_HUMAN	Heparan sulfate 2-O-sulfotransferase 1 (2-O-sulfotransferase) (2OST) (EC 2.8.2.-)	uniprotkb:Q7LGA3	HS2ST1;HS2ST;KIAA0448
HS3S1_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (3-OST-1) (Heparan sulfate 3-O-sulfotransferase 1) (h3-OST-1)	uniprotkb:O14792	HS3ST1;3OST;3OST1
HS3S2_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 2 (EC 2.8.2.29) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 2) (3-OST-2) (Heparan sulfate 3-O-sulfotransferase 2) (h3-OST-2)	uniprotkb:Q9Y278	HS3ST2;3OST2;UNQ2442/PRO5004
HS3S4_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 4 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 4) (3-OST-4) (Heparan sulfate 3-O-sulfotransferase 4) (h3-OST-4)	uniprotkb:Q9Y661	HS3ST4;3OST4
HS3S5_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 5 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 5) (3-OST-5) (Heparan sulfate 3-O-sulfotransferase 5) (h3-OST-5)	uniprotkb:Q8IZT8	HS3ST5;3OST5;HS3OST5
HS3S6_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 6 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 6) (3-OST-6) (Heparan sulfate 3-O-sulfotransferase 6) (h3-OST-6)	uniprotkb:Q96QI5	HS3ST6;HS3ST5
HS3SA_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1) (3-OST-3A) (Heparan sulfate 3-O-sulfotransferase 3A1) (h3-OST-3A)	uniprotkb:Q9Y663	HS3ST3A1;3OST3A1;HS3ST3A;UNQ2551/PRO6180
HS3SB_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3B1) (3-OST-3B) (Heparan sulfate 3-O-sulfotransferase 3B1) (h3-OST-3B)	uniprotkb:Q9Y662	HS3ST3B1;3OST3B1;HS3ST3B
HTAI2_HUMAN	Oxidoreductase HTATIP2 (EC 1.1.1.-) (30 kDa HIV-1 TAT-interacting protein) (HIV-1 TAT-interactive protein 2)	uniprotkb:Q9BUP3	HTATIP2;CC3;TIP30
HUTH_HUMAN	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	uniprotkb:P42357	HAL;HIS
HUTI_HUMAN	Probable imidazolonepropionase (EC 3.5.2.7) (Amidohydrolase domain-containing protein 1)	uniprotkb:Q96NU7	AMDHD1;HMFT1272
HUTU_HUMAN	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	uniprotkb:Q96N76	UROC1
HUWE1_HUMAN	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	uniprotkb:Q7Z6Z7	HUWE1;KIAA0312;KIAA1578;UREB1;HSPC272
HXK1_HUMAN	Hexokinase-1 (EC 2.7.1.1) (Brain form hexokinase) (Hexokinase type I) (HK I) (Hexokinase-A)	uniprotkb:P19367	HK1
HXK2_HUMAN	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Hexokinase-B) (Muscle form hexokinase)	uniprotkb:P52789	HK2
HXK3_HUMAN	Hexokinase-3 (EC 2.7.1.1) (Hexokinase type III) (HK III) (Hexokinase-C)	uniprotkb:P52790	HK3
HXK4_HUMAN	Hexokinase-4 (HK4) (EC 2.7.1.1) (Glucokinase) (Hexokinase type IV) (HK IV) (Hexokinase-D)	uniprotkb:P35557	GCK
HYAL1_HUMAN	Hyaluronidase-1 (Hyal-1) (EC 3.2.1.35) (Hyaluronoglucosaminidase-1) (Lung carcinoma protein 1) (LuCa-1)	uniprotkb:Q12794	HYAL1;LUCA1
HYAL2_HUMAN	Hyaluronidase-2 (Hyal-2) (EC 3.2.1.35) (Hyaluronoglucosaminidase-2) (Lung carcinoma protein 2) (LuCa-2)	uniprotkb:Q12891	HYAL2;LUCA2
HYAL3_HUMAN	Hyaluronidase-3 (Hyal-3) (EC 3.2.1.35) (Hyaluronoglucosaminidase-3) (Lung carcinoma protein 3) (LuCa-3)	uniprotkb:O43820	HYAL3;LUCA3
HYAL4_HUMAN	Hyaluronidase-4 (Hyal-4) (EC 3.2.1.35) (Chondroitin sulfate endo-beta-N-acetylgalactosaminidase) (Chondroitin sulfate hydrolase) (CSHY) (Hyaluronoglucosaminidase-4)	uniprotkb:Q2M3T9	HYAL4
HYALP_HUMAN	Hyaluronidase PH-20 (Hyal-PH20) (EC 3.2.1.35) (Hyaluronoglucosaminidase PH-20) (Sperm adhesion molecule 1) (Sperm surface protein PH-20)	uniprotkb:P38567	SPAM1;HYAL3;PH20
HYAS1_HUMAN	Hyaluronan synthase 1 (EC 2.4.1.212) (Hyaluronate synthase 1) (Hyaluronic acid synthase 1) (HA synthase 1) (HuHAS1)	uniprotkb:Q92839	HAS1;HAS
HYAS2_HUMAN	Hyaluronan synthase 2 (EC 2.4.1.212) (Hyaluronate synthase 2) (Hyaluronic acid synthase 2) (HA synthase 2)	uniprotkb:Q92819	HAS2
HYAS3_HUMAN	Hyaluronan synthase 3 (EC 2.4.1.212) (Hyaluronate synthase 3) (Hyaluronic acid synthase 3) (HA synthase 3)	uniprotkb:O00219	HAS3
HYEP_HUMAN	Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase) (mEH)	uniprotkb:P07099	EPHX1;EPHX;EPOX
HYES_HUMAN	Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 (CEH) (EC 3.3.2.10) (Epoxide hydratase) (Soluble epoxide hydrolase) (SEH); Lipid-phosphate phosphatase (EC 3.1.3.76)]	uniprotkb:P34913	EPHX2
HYI_HUMAN	Putative hydroxypyruvate isomerase (EC 5.3.1.22) (Endothelial cell apoptosis protein E-CE1)	uniprotkb:Q5T013	HYI;HT036;SB156
HYKK_HUMAN	Hydroxylysine kinase (5-hydroxy-L-lysine kinase) (EC 2.7.1.81) (Aminoglycoside phosphotransferase domain-containing protein 1)	uniprotkb:A2RU49	HYKK;AGPHD1
HYPDH_HUMAN	Hydroxyproline dehydrogenase (HYPDH) (EC 1.5.5.3) (Kidney and liver proline oxidase 1) (HsPOX1) (Probable proline dehydrogenase 2) (EC 1.5.5.2) (Probable proline oxidase 2)	uniprotkb:Q9UF12	PRODH2;HSPOX1;HYPDH
I18BP_HUMAN	Interleukin-18-binding protein (IL-18BP) (Tadekinig-alfa)	uniprotkb:O95998	IL18BP
I23O1_HUMAN	Indoleamine 2,3-dioxygenase 1 (IDO-1) (EC 1.13.11.52) (Indoleamine-pyrrole 2,3-dioxygenase)	uniprotkb:P14902	IDO1;IDO;INDO
I23O2_HUMAN	Indoleamine 2,3-dioxygenase 2 (IDO-2) (EC 1.13.11.-) (Indoleamine 2,3-dioxygenase-like protein 1) (Indoleamine-pyrrole 2,3-dioxygenase-like protein 1)	uniprotkb:Q6ZQW0	IDO2;INDOL1
I5P1_HUMAN	Inositol polyphosphate-5-phosphatase A (EC 3.1.3.56) (43 kDa inositol polyphosphate 5-phosphatase) (Type I inositol 1,4,5-trisphosphate 5-phosphatase) (5PTase)	uniprotkb:Q14642	INPP5A;5PTASE
I5P2_HUMAN	Type II inositol 1,4,5-trisphosphate 5-phosphatase (EC 3.1.3.36) (75 kDa inositol polyphosphate-5-phosphatase) (Phosphoinositide 5-phosphatase) (5PTase)	uniprotkb:P32019	INPP5B;OCRL2
ICMT_HUMAN	Protein-S-isoprenylcysteine O-methyltransferase (EC 2.1.1.100) (Isoprenylcysteine carboxylmethyltransferase) (Prenylated protein carboxyl methyltransferase) (PPMT) (Prenylcysteine carboxyl methyltransferase) (pcCMT)	uniprotkb:O60725	ICMT;PCCMT
ICT1_HUMAN	Peptidyl-tRNA hydrolase ICT1, mitochondrial (EC 3.1.1.29) (39S ribosomal protein L58, mitochondrial) (MRP-L58) (Digestion substraction 1) (DS-1) (Immature colon carcinoma transcript 1 protein) (Mitochondrial large ribosomal subunit protein mL62)	uniprotkb:Q14197	MRPL58;DS1;ICT1
IDH3A_HUMAN	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)	uniprotkb:P50213	IDH3A
IDH3B_HUMAN	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)	uniprotkb:O43837	IDH3B
IDH3G_HUMAN	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	uniprotkb:P51553	IDH3G
IDHC_HUMAN	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	uniprotkb:O75874	IDH1;PICD
IDHP_HUMAN	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	uniprotkb:P48735	IDH2
IDI1_HUMAN	Isopentenyl-diphosphate Delta-isomerase 1 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 1) (IPP isomerase 1) (IPPI1)	uniprotkb:Q13907	IDI1
IDI2_HUMAN	Isopentenyl-diphosphate delta-isomerase 2 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 2) (IPP isomerase 2) (IPPI2)	uniprotkb:Q9BXS1	IDI2
IDS_HUMAN	Iduronate 2-sulfatase (EC 3.1.6.13) (Alpha-L-iduronate sulfate sulfatase) (Idursulfase) [Cleaved into: Iduronate 2-sulfatase 42 kDa chain; Iduronate 2-sulfatase 14 kDa chain]	uniprotkb:P22304	IDS;SIDS
IDUA_HUMAN	Alpha-L-iduronidase (EC 3.2.1.76)	uniprotkb:P35475	IDUA
IF_HUMAN	Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF)	uniprotkb:P27352	CBLIF;GIF;IFMH
